true_label,predicted_prob
1,0.9928620860422364
0,0.4394828803144323
0,0.08728451448872729
0,0.45511377859732827
0,0.09120726551231341
1,0.48121905869752873
0,0.330451559264417
0,0.4334107401418209
0,0.7527633735385959
1,0.26310842082377833
0,0.897646017491147
1,0.37906683735848357
0,0.15079587698426258
1,0.13296395949516063
1,0.841975936971704
1,0.7100561285072889
0,0.09762618689746634
0,0.12965925680607815
1,0.9768233774066389
0,0.14879076956713722
0,0.10049476146726395
1,0.09097551792864789
0,0.09120726551231341
0,0.08708008522798555
0,0.272240989885254
0,0.09685722282994912
1,0.26763019030477364
0,0.19275662074092512
1,0.9768233774066389
0,0.08944473023619243
1,0.12458387088165734
0,0.8472794960634843
1,0.3540135415465396
0,0.14527655728423178
1,0.8472794960634843
1,0.2044731626588478
1,0.47744229012299616
0,0.09731462244932308
0,0.09379553286086388
0,0.0875088184068592
1,0.9983605403523065
1,0.9835897015264203
0,0.09626572075110543
1,0.2653582302802286
1,0.9998652916006378
1,0.810662543438886
1,0.6859717280909751
1,0.999669185261238
1,0.15194533629720686
1,0.6152450143421813
1,0.72346676994625
0,0.13119291122800017
1,0.841975936971704
1,0.15656278556423905
0,0.5041747875689884
1,0.4298593084744932
0,0.11994140881075749
0,0.5473153401971396
1,0.5752208615216654
1,0.5872293037642307
1,0.0875088184068592
1,0.09474501116454548
1,0.5041747875689884
1,0.17239998648844068
1,0.08758588555785207
0,0.09036521808026646
1,0.9452495706197982
0,0.7662482123983242
0,0.09036521808026646
0,0.09066395799532108
0,0.3262017149769149
1,0.48501058973382205
1,0.12254306582004552
1,0.9089156430238894
0,0.13296395949516063
1,0.999624409578499
0,0.08752384367380618
0,0.11080121208288969
0,0.18163371901080533
1,0.971924258785379
1,0.08713126060410006
0,0.11080207955422068
0,0.1671435132077747
1,0.9945613293144282
1,0.7415044294276069
1,0.087180474233202
0,0.24281780834494782
0,0.5552643084131517
1,0.25484616885915873
0,0.087180474233202
0,0.9517842823316816
0,0.15495203474273722
1,0.67053800792302
1,0.08951545322672934
0,0.6311886775989137
1,0.12200369874386555
0,0.7494767754929892
0,0.10761967139820254
0,0.11054613432102921
1,0.9975303186803853
1,0.5275661203743319
0,0.12528239038917433
0,0.2775053957227698
0,0.23290189680760917
1,0.48378589955825974
0,0.09144518187714341
0,0.47744229012299616
0,0.250576872998833
1,0.13296395949516063
0,0.24639289386334967
1,0.9989854387543872
1,0.08888720241855178
0,0.7086774671212513
0,0.1030659024901166
0,0.18441058268633026
0,0.196164447366182
1,0.09257942872873476
1,0.2348441537902852
0,0.19927042474396192
1,0.24692931010410687
1,0.28909133175039303
0,0.14641104610722552
0,0.20776447244685903
0,0.272240989885254
1,0.6646365806249627
1,0.9992975729047856
1,0.719797897245754
0,0.15429015220880762
1,0.9158738335600229
1,0.08867953844787142
0,0.09280082638951861
0,0.16866100584962274
0,0.3024261323964667
0,0.9563412104834089
1,0.511928520710705
0,0.8983126708442063
0,0.3354112480216661
1,0.0928574507184299
1,0.9554900948889867
1,0.8195580117391472
0,0.27813093990025983
0,0.5592471445711718
1,0.26877451055288337
0,0.15079587698426258
1,0.10547301560824472
1,0.8472794960634843
1,0.08958725647978757
1,0.3726658728851481
1,0.09700836963632228
0,0.09461432616045651
0,0.8667029555322002
0,0.09487694207727486
1,0.18163704586541388
0,0.4323436679842603
0,0.2216672913850312
0,0.09670738930328743
0,0.6112485962566615
0,0.3070716530056872
0,0.0877773639386618
1,0.28230578236265785
1,0.9999613640783257
1,0.9191914187176322
1,0.6430850052369872
1,0.250576872998833
1,0.9089156430238894
0,0.41932341689175695
1,0.8253415484768949
1,0.9827474179950912
1,0.42632743386338295
1,0.6032474793366388
0,0.46993465700846593
0,0.09597775483610525
0,0.09590721430000473
0,0.5672266831333921
1,0.09125391386763405
1,0.9809447840152833
1,0.2608806513663741
1,0.9983605403523065
0,0.26364460272828105
0,0.08765200605731176
0,0.13296395949516063
0,0.08813488001172141
1,0.9920541704671418
1,0.9999889219973552
0,0.37585501063632176
1,0.09102165956871837
0,0.1641702251696391
1,0.10558236659963667
1,0.17335463674574406
1,0.48121905869752873
1,0.4587937747998535
1,0.7658158893364205
0,0.37585501063632176
0,0.6272102998821382
0,0.15284930382874126
1,0.9445459168783713
1,0.08840569384369558
1,0.0990112623623645
0,0.21028051153841826
0,0.0887671173461393
1,0.09670738930328743
1,0.1170969568608848
0,0.2992259095572384
1,0.37906683735848357
1,0.816622050106852
1,0.2244094966550646
0,0.35317393419837356
0,0.1662424399829722
0,0.13296395949516063
0,0.2793259113137354
0,0.11184009118080211
0,0.10471863888698198
0,0.10296585507637933
0,0.11183922265655574
1,0.28538629794822046
0,0.24281780834494782
1,0.3663561282008275
1,0.9939325475128624
0,0.6936041289836694
0,0.09062007890995182
1,0.4369814511751281
1,0.10113651383890969
0,0.0873621145402873
0,0.4762415386521809
1,0.985897983582594
0,0.3450013833789292
1,0.7450473388995463
0,0.40897044206384103
0,0.29218101963579346
0,0.511928520710705
0,0.0956949297651415
1,0.13296395949516063
0,0.09134897880871257
1,0.08779651655807262
1,0.4926362651365109
1,0.23097982550993718
0,0.4441795506935507
0,0.14492165912308216
0,0.16564606921646752
1,0.32479691861547616
0,0.3654817093419375
1,0.11534227249559005
1,0.9872685149621662
1,0.5952394190506487
1,0.21719333548198028
1,0.41240071260293076
0,0.08984748640282737
0,0.6549101975057383
1,0.08747983815713756
1,0.23434254784489528
1,0.8045874752104828
1,0.9985442331482565
1,0.6897954431654273
1,0.9554900948889867
1,0.9942549166944367
0,0.35098606729672993
0,0.16594382154458484
0,0.09134897880871257
1,0.5632347939094658
0,0.11080207955422068
1,0.11236896500097739
1,0.7086774671212513
1,0.7889054481680431
1,0.101890060031527
0,0.08941012137289346
1,0.985897983582594
0,0.11931258644669915
0,0.13276519472503476
1,0.08825394516642952
1,0.7379393707385461
0,0.1638762689161419
0,0.1901558784577057
1,0.1449806902950364
1,0.5632347939094658
0,0.1509231379391106
1,0.1036741553816403
1,0.8719750836398867
0,0.3632357321366969
0,0.087180474233202
1,0.9968925813898712
0,0.33911070847804115
1,0.9906831522617728
0,0.28538629794822046
0,0.08713126060410006
1,0.26817558975057254
0,0.187250911817274
1,0.10738676682944262
1,0.38230122634529967
1,0.719797897245754
0,0.9556046475285659
0,0.6744161092731328
0,0.13296395949516063
0,0.08747983815713756
1,0.9968925813898712
0,0.1711377935026902
1,0.45511377859732827
0,0.15495203474273722
0,0.3137711643139982
1,0.8983126708442063
0,0.9513560859171162
0,0.15696978953496465
0,0.09220380300162094
0,0.09590721430000473
0,0.09062007890995182
1,0.15903198262997617
1,0.1145619829821198
1,0.10954327603974665
1,0.08713126060410006
1,0.682133550965014
1,0.6859717280909751
0,0.13296395949516063
1,0.09619390031268521
1,0.6973972247478345
1,0.9958782077493505
0,0.5752208615216654
0,0.4334107401418209
1,0.8195580117391472
0,0.10738761880810492
0,0.3184950823517671
1,0.4298593084744932
1,0.26649143467139524
0,0.9452495706197982
1,0.801507108629629
1,0.29665740906296234
1,0.6800193970702653
1,0.9491694106013273
0,0.7983984805338364
0,0.095077803316738
1,0.10785509023037555
1,0.9124491527598901
1,0.99937945631661
0,0.8472794960634843
1,0.09810358025296571
0,0.25540690268137867
1,0.9983605403523065
1,0.8853428352678651
1,0.19016041848683962
0,0.11263655017423665
0,0.09952280131494101
0,0.08865125913654182
1,0.24692931010410687
1,0.24180301744341984
1,0.9885165280313594
1,0.9224037121150188
1,0.996518672731364
0,0.08930651616958751
1,0.9628607995954522
0,0.13296395949516063
0,0.19849338109732753
0,0.1123698334150805
1,0.09590721430000473
1,0.9992054265597572
1,0.9995166443843877
0,0.6032474793366388
1,0.9920541704671418
1,0.41240071260293076
1,0.9768233774066389
1,0.10681171464287699
0,0.08813488001172141
0,0.8672787117383455
0,0.32967826358047475
0,0.48501058973382205
1,0.37906683735848357
1,0.6646365806249627
0,0.10429701769201534
1,0.8575222330949537
0,0.3024261323964667
1,0.4369814511751281
1,0.21240012668750574
1,0.11628407150762819
1,0.3420442742337361
1,0.9951291282904393
0,0.08781553584951385
0,0.09263486202268811
1,0.9985442331482565
1,0.9818662839371257
0,0.09969634717729133
0,0.10004840861834009
1,0.19927647197043166
0,0.4369814511751281
0,0.13296395949516063
0,0.09115998404767063
0,0.3184950823517671
1,0.9998256942409798
0,0.6723544541901348
1,0.8853428352678651
0,0.09084056469147729
1,0.26763019030477364
1,0.1901558784577057
1,0.9896517150321014
1,0.971924258785379
1,0.33765276471614636
1,0.1865388178068254
0,0.1749641097235353
0,0.10832922786533043
0,0.46993465700846593
0,0.08715385515436032
1,0.33187999086844444
1,0.889560848732523
1,0.12497528574157622
1,0.5275661203743319
1,0.9991551362204772
0,0.9537311962497365
0,0.7379393707385461
0,0.46249082666275276
0,0.4055611874641668
0,0.7758681501079271
1,0.8472794960634843
1,0.6646365806249627
1,0.9779223173197481
0,0.9395745229940597
1,0.4298593084744932
0,0.3137711643139982
1,0.17367233243671779
0,0.8365513553922728
0,0.5314997232034597
0,0.19927647197043166
0,0.67053800792302
0,0.15495203474273722
1,0.1826711439454101
0,0.09139740598738073
1,0.31512872966336114
1,0.4736806905867854
1,0.9052716488185534
0,0.2699244086014458
0,0.3654817093419375
0,0.5712222335795635
0,0.09678281438988233
1,0.9999894061909059
0,0.10085887475607154
1,0.9191914187176322
0,0.889560848732523
0,0.08835406773571654
0,0.10160444653086721
0,0.5952394190506487
1,0.3354112480216661
1,0.5067459648391502
1,0.9999289053311472
1,0.08720316307581649
1,0.8310063099377896
1,0.09597775483610525
0,0.1145619829821198
1,0.3137711643139982
0,0.9732281370604502
1,0.2244094966550646
1,0.971924258785379
0,0.5912343143192668
1,0.9809447840152833
1,0.9818662839371257
1,0.5197269447890082
0,0.0887671173461393
0,0.09778397341101344
0,0.5792219784844195
0,0.46993465700846593
0,0.9015155996594019
1,0.33765276471614636
0,0.9563412104834089
1,0.10558320273496709
0,0.10966711684640662
1,0.852461659144495
1,0.998783665501116
1,0.971924258785379
0,0.11331349819040505
0,0.15958961986499484
0,0.5275661203743319
0,0.15029041503656326
1,0.999624409578499
0,0.46620457657295916
0,0.10357182721042837
0,0.11365628232380018
1,0.11210319201779735
1,0.682133550965014
0,0.20325738600750126
1,0.10738761880810492
1,0.0891401140796029
0,0.9445459168783713
0,0.09225615190229725
1,0.984394608578569
0,0.34948110295298307
1,0.1872550176496237
1,0.3694995422023557
1,0.10179448790850698
1,0.47744229012299616
1,0.9872685149621662
1,0.6470354579775869
1,0.9970651016545392
0,0.09935065404881778
1,0.10336831654599768
0,0.16446367866879166
0,0.31304482799328887
0,0.1607147545331629
1,0.9052716488185534
0,0.13296395949516063
0,0.187250911817274
0,0.0871087127359644
1,0.09225615190229725
1,0.09349355381020734
0,0.10266877212015088
0,3.146008615962838e-05
0,0.9981551074781901
0,0.31512872966336114
1,0.10179448790850698
0,0.14386649752180217
0,0.4466964529069633
1,0.8575222330949537
0,0.09834754852796335
0,0.09739270303983437
1,0.38555804216063916
0,0.09337510569228065
0,0.08996255703696185
0,0.21807857345275455
0,0.08843216559363255
1,0.9995460872360152
1,0.10929774717771466
0,0.11184009118080211
1,0.08713126060410006
1,0.993593475180733
0,0.6351609992752647
1,0.72346676994625
1,0.7415044294276069
1,0.9191914187176322
0,0.22813425859177672
1,0.1627157174593949
0,0.11747134945424668
0,0.09236273948155811
0,0.4913870967979424
0,0.3540135415465396
0,0.09909504345830866
1,0.9995460872360152
0,0.10692675333090595
1,0.9809447840152833
0,0.09562565996283624
0,0.2972570816729716
0,0.1260328198901628
1,0.9369530088193432
0,0.08772221345762493
0,0.08723684373775985
1,0.24383781656049203
1,0.7902301215465998
1,0.3726658728851481
0,0.20325738600750126
0,0.5552643084131517
1,0.16171011713628797
0,0.09184143683391227
0,0.08897973391201962
1,0.7725429708535293
0,0.1377218433066233
1,0.11484351778231687
0,0.2532553639620952
0,0.23193834671545818
0,0.16927672921935816
0,0.1897936665367799
0,0.095077803316738
0,0.33765276471614636
0,0.10440122277365396
1,0.9999691990139574
1,0.48501058973382205
0,0.40897044206384103
1,0.9983605403523065
0,0.08709515345582143
1,0.10514817543708462
1,0.12528239038917433
0,0.09036521808026646
0,0.4394828803144323
0,0.2532553639620952
0,0.9015155996594019
0,0.1264346012956622
1,0.9995460872360152
1,0.9994853694445291
1,0.8365513553922728
0,0.16128228473339798
1,0.7555388445229361
1,0.5992440107101022
1,0.13296395949516063
1,0.398806553003412
0,0.12208631243525891
1,0.6072492126178939
0,0.17692615979090417
0,0.10929688423810119
1,0.9992975729047856
0,0.08708107866772943
0,0.8045874752104828
0,0.087180474233202
0,0.08779651655807262
1,0.8810064499386852
1,0.1720835954666541
1,0.13296395949516063
0,0.1789191571303446
0,0.09225615190229725
1,0.4926362651365109
0,0.18833690137980122
0,0.6588332651069974
0,0.10346988120523745
1,0.9517842823316816
0,0.13296395949516063
0,0.09626572075110543
1,0.7658158893364205
1,0.36013844704020403
0,0.095077803316738
0,0.10580226451463395
1,0.5144962468490359
0,0.09308478298621942
0,0.1015107553260538
0,0.13296395949516063
1,0.9314277929883282
1,0.15629244763849248
1,0.46249082666275276
0,0.1921626613099387
0,0.09762618689746634
0,0.1950226666354561
0,0.24589355104893645
1,0.2829449941615892
0,0.5354419780962636
1,0.7725429708535293
0,0.1901558784577057
1,0.7343526114928196
0,0.09331688767996889
0,0.9089156430238894
0,0.40217315791852837
1,0.8810064499386852
1,0.11105805148713807
1,0.21719333548198028
0,0.7772675375545409
0,0.841975936971704
0,0.3540135415465396
0,0.15778921175128616
0,0.10266877212015088
1,0.5792219784844195
1,0.09978364631914431
0,0.38555804216063916
0,0.7388839289257567
0,0.1550857501819677
0,0.11331349819040505
1,0.11484351778231687
0,0.8983126708442063
1,0.1550857501819677
0,0.3726658728851481
1,0.9928620860422364
0,0.7791673042453972
0,0.9818662839371257
1,0.2805265701357693
1,0.9911626375008952
1,0.956023229202587
0,0.22813425859177672
1,0.205698975793795
1,0.8810064499386852
0,0.4323436679842603
0,0.08720316307581649
1,0.9661312795761962
0,0.09004089056266057
1,0.7824401103515832
1,0.7415044294276069
1,0.6072492126178939
0,0.1641702251696391
0,0.08843216559363255
0,0.7691921015552249
1,0.9958782077493505
0,0.09159210504245852
0,0.8672787117383455
1,0.6897954431654273
1,0.996518672731364
1,0.11345113222382625
1,0.11643077277262755
1,0.9593193205780748
1,0.09534920138509194
1,0.8765507885307381
1,0.7520649683745249
0,0.08772221345762493
1,0.9985442331482565
0,0.09179138731315364
0,0.08815798503756624
0,0.12171559416586743
0,0.0887671173461393
0,0.37906683735848357
0,0.10266877212015088
0,0.1059128132092869
1,0.841975936971704
0,0.9348714122272711
0,0.5537958946001
1,0.852461659144495
1,0.24797035203143494
1,0.9491694106013273
1,0.9999083558869906
0,0.5158223894786933
0,0.09810358025296571
1,0.9999890969970264
1,0.993593475180733
0,0.13296395949516063
1,0.16835719891397669
1,0.47744229012299616
0,0.11080207955422068
1,0.4478063338560414
0,0.09583570196626894
0,0.9158738335600229
1,0.41932341689175695
1,0.25867480859589886
1,0.4964695489043193
0,0.08813488001172141
1,0.11080121208288969
1,0.9593193205780748
0,0.05496046926625253
0,0.35249688264369655
1,0.087180474233202
1,0.8365513553922728
0,0.11747219462049868
1,0.8253415484768949
1,0.9994521557337016
0,0.09102165956871837
0,0.42632743386338295
0,0.12254384814989584
1,0.08708759835627908
0,0.09159210504245852
1,0.2338704933400541
1,0.34123836299692767
1,0.19126685692849396
1,0.10286618495498649
1,0.9513560859171162
1,0.10419155764997509
0,0.5275661203743319
1,0.964528881610439
1,0.6272102998821382
0,0.08742492577258287
1,0.18371406818066788
1,0.1001363673219311
1,0.7011741764159323
0,0.7343526114928196
0,0.8310063099377896
1,0.1799329962914275
1,0.13296395949516063
1,0.7520649683745249
0,0.6951715553700616
0,0.1789191571303446
0,0.09429362955338534
1,0.8310063099377896
1,0.4055611874641668
1,0.16156614653210857
0,0.09355379427269316
1,0.4158517803512571
0,0.08772221345762493
0,0.11345026538561208
1,0.08958725647978757
0,0.13296395949516063
1,0.9885165280313594
1,0.22907779917982968
1,0.9445459168783713
0,0.511928520710705
0,0.0884583653174925
0,0.8076393570353021
0,0.08888720241855178
1,0.9015155996594019
1,0.5832249915653784
0,0.1969401416776896
0,0.10785423502391203
0,0.511928520710705
1,0.22719567596878165
0,0.09590721430000473
1,0.7450473388995463
1,0.523641690007695
0,0.41932341689175695
1,0.9998467663000582
0,0.14879076956713722
1,0.816622050106852
0,0.4478063338560414
1,0.12262654561895919
1,0.9835897015264203
0,0.21369959712955816
0,0.11324528740830084
1,0.9885165280313594
1,0.08930651616958751
0,0.13296395949516063
0,0.13296395949516063
1,0.18942794116197237
0,0.08721112117309002
1,0.7161097166989342
1,0.12471403170961205
1,0.985897983582594
1,0.398806553003412
1,0.08737407186159066
1,0.09204647394249664
